,No,smiles
225,55_4,c1c(C#N)c2c(c(C#N)c1)c1cc3c(ccc4ccccc34)cc1cc2
226,55_5,c1(C#N)cc2c(cc1)c1cc3c(ccc4ccccc34)c(C#N)c1cc2
227,55_6,c1cc2c(cc1C#N)c1cc3c(c(C#N)cc4ccccc34)cc1cc2
228,55_7,c1(C#N)cc2c(cc1)c1cc3c(ccc4ccccc34)cc1c(C#N)c2
229,55_8,c1cc2c(cc1)c1cc3c(c(C#N)cc4ccc(C#N)cc34)cc1cc2
230,55_9,c1cc2c(cc1)c1cc3c(ccc4ccc(C#N)cc34)c(C#N)c1cc2
231,62_1,c1cc2c(cc1)c(C#N)c1cc3cc4c(ccc5c4cccc5)cc3c(C#N)c1c2
232,62_10,c1(C#N)cc2c(cc1)cc1cc3cc4c(ccc5c4ccc(C#N)c5)cc3cc1c2
233,62_11,c1c(C#N)c2c(cc1)cc1c(C#N)c3cc4c(ccc5c4cccc5)cc3cc1c2
234,62_12,c1cc2c(c(C#N)c1)cc1cc3cc4c(ccc5c4cc(C#N)cc5)cc3cc1c2
235,62_2,c1cc2c(cc1)cc1c(C#N)c3cc4c(c(C#N)cc5c4cccc5)cc3cc1c2
236,62_3,c1(C#N)cc2c(c(C#N)c1)cc1cc3cc4c(ccc5c4cccc5)cc3cc1c2
237,62_4,c1(C#N)cc2c(cc1)cc1cc3cc4c(cc(C#N)c5c4cccc5)cc3cc1c2
238,62_5,c1c(C#N)c2c(cc1C#N)cc1cc3cc4c(ccc5c4cccc5)cc3cc1c2
239,62_6,c1cc2c(cc1)cc1c(C#N)c3cc4c(ccc5c4cccc5)c(C#N)c3cc1c2
240,62_7,c1cc2c(cc1)cc1cc3cc4c(ccc5c4cccc5C#N)c(C#N)c3cc1c2
241,62_8,c1c(C#N)c2c(cc1)cc1cc3cc4c(ccc5c4cccc5C#N)cc3cc1c2
242,62_9,c1(C#N)cc2c(cc1)cc1cc3cc4c(c(C#N)cc5c4cccc5)cc3cc1c2
243,72_1,c1cc2c(cc1C#N)cc1cc3cc4cc5c(ccc6c5cccc6)c(C#N)c4cc3cc1c2
244,72_10,c1cc2c(c(C#N)c1)cc1cc3cc4cc5c(ccc6c5cc(C#N)cc6)cc4cc3cc1c2
245,72_11,c1c(C#N)c2c(cc1)cc1cc3cc4cc5c(ccc6c5cc(C#N)cc6)cc4cc3cc1c2
246,72_12,c1cc2c(cc1)cc1c(C#N)c3cc4cc5c(ccc6c5cccc6)cc4c(C#N)c3cc1c2
247,72_2,c1cc2c(cc1)cc1cc3cc4cc5c(cc(C#N)c6c5cccc6C#N)cc4cc3cc1c2
248,72_3,c1cc2c(cc1)c(C#N)c1cc3cc4cc5c(ccc6c5cc(C#N)cc6)cc4cc3cc1c2
249,72_4,c1cc2c(cc1)cc1cc3c(C#N)c4cc5c(cc(C#N)c6c5cccc6)cc4cc3cc1c2
250,72_5,c1cc2c(cc1)cc1c(C#N)c3cc4cc5c(c(C#N)cc6c5cccc6)cc4cc3cc1c2
251,72_6,c1cc2c(cc1)cc1cc3c(C#N)c4cc5c(ccc6c5cc(C#N)cc6)cc4cc3cc1c2
252,72_7,c1(C#N)cc2c(cc1)cc1cc3cc4cc5c(ccc6c5cccc6C#N)cc4cc3cc1c2
253,72_8,c1cc2c(cc1)cc1cc3cc4cc5c(c(C#N)cc6c5cccc6)cc4c(C#N)c3cc1c2
254,72_9,c1cc2c(cc1)cc1cc3cc4cc5c(ccc6c5cc(C#N)cc6)cc4c(C#N)c3cc1c2
255,73_1,c1cc2cc3c(cc2cc1)c1cc2cc4c(C#N)c5ccccc5cc4c(C#N)c2cc1cc3
256,73_10,c1(C#N)cc2cc3c(cc2cc1)c1cc2cc4cc5cccc(C#N)c5cc4cc2cc1cc3
257,73_11,c1cc2cc3c(cc2cc1C#N)c1cc2cc4cc5c(C#N)cccc5cc4cc2cc1cc3
258,73_2,c1(C#N)cc2cc3c(cc2cc1)c1cc2cc4c(C#N)c5ccccc5cc4cc2cc1cc3
259,73_3,c1cc2cc3c(cc2c(C#N)c1)c1cc2cc4cc5ccccc5c(C#N)c4cc2cc1cc3
260,73_4,c1(C#N)cc2cc3c(cc2cc1)c1cc2cc4cc5ccccc5cc4c(C#N)c2cc1cc3
261,73_5,c1cc2c(C#N)c3c(cc2cc1)c1cc2cc4cc5ccccc5cc4cc2c(C#N)c1cc3
262,73_6,c1cc2c(C#N)c3c(cc2cc1)c1cc2cc4cc5cccc(C#N)c5cc4cc2cc1cc3
263,73_7,c1(C#N)cc2cc3c(cc2cc1)c1cc2cc4cc5ccc(C#N)cc5cc4cc2cc1cc3
264,73_8,c1cc2cc3c(cc2cc1)c1cc2cc4cc5ccccc5c(C#N)c4cc2cc1c(C#N)c3
265,73_9,c1c(C#N)c2cc3c(cc2cc1C#N)c1cc2cc4cc5ccccc5cc4cc2cc1cc3
266,75_1,c1(C#N)cc2c(cc1)c(C#N)c1cc3cc4c(ccc5c4ccc4c5cccc4)cc3cc1c2
267,75_10,c1cc2c(cc1)cc1cc3cc4c(c(C#N)cc5c4ccc4c5ccc(C#N)c4)cc3cc1c2
268,75_11,c1cc2c(cc1)cc1cc3cc4c(ccc5c4ccc4c5ccc(C#N)c4)c(C#N)c3cc1c2
269,75_12,c1cc2c(cc1)cc1c(C#N)c3cc4c(ccc5c4ccc4c5cccc4C#N)cc3cc1c2
270,75_2,c1(C#N)cc2c(cc1C#N)cc1cc3cc4c(ccc5c4ccc4c5cccc4)cc3cc1c2
271,75_3,c1cc2c(cc1)c(C#N)c1cc3cc4c(ccc5c4cc(C#N)c4c5cccc4)cc3cc1c2
272,75_4,c1cc2c(cc1)cc1cc3cc4c(ccc5c4ccc4c5cccc4)c(C#N)c3c(C#N)c1c2
273,75_5,c1cc2c(cc1)cc1cc3cc4c(ccc5c4ccc4c5cc(C#N)c(C#N)c4)cc3cc1c2
274,75_6,c1cc2c(cc1C#N)cc1cc3cc4c(c(C#N)cc5c4ccc4c5cccc4)cc3cc1c2
275,75_7,c1cc2c(c(C#N)c1)cc1c(C#N)c3cc4c(ccc5c4ccc4c5cccc4)cc3cc1c2
276,75_8,c1cc2c(cc1)cc1cc3cc4c(c(C#N)cc5c4ccc4c5cccc4)cc3c(C#N)c1c2
277,75_9,c1cc2c(cc1)cc1cc3cc4c(ccc5c4ccc4c5ccc(C#N)c4C#N)cc3cc1c2
278,76_1,c1cc2c(C#N)c3c(cc2cc1)c1c(cc3C#N)c2cc3cc4ccccc4cc3cc2cc1
279,76_10,c1cc2c(C#N)c3c(cc2cc1)c1c(cc3)c2cc3cc4ccccc4c(C#N)c3cc2cc1
280,76_11,c1cc2cc3c(cc2cc1)c1c(cc3)c2cc3cc4c(C#N)c(C#N)ccc4cc3cc2cc1
281,76_12,c1cc2cc3c(cc2cc1)c1c(cc3)c2cc3cc4cc(C#N)ccc4cc3cc2c(C#N)c1
282,76_2,c1(C#N)cc2cc3c(cc2cc1)c1c(cc3)c2cc3cc4ccccc4cc3cc2c(C#N)c1
283,76_3,c1cc2cc3c(cc2cc1)c1c(cc3)c2cc3cc4c(C#N)cccc4c(C#N)c3cc2cc1
284,76_4,c1(C#N)cc2cc3c(cc2cc1)c1c(cc3)c2cc3cc4c(C#N)cccc4cc3cc2cc1
285,76_5,c1cc2cc3c(cc2cc1)c1c(cc3)c2cc3cc4cc(C#N)cc(C#N)c4cc3cc2cc1
286,76_6,c1cc2cc3c(cc2cc1)c1c(cc3C#N)c2cc3cc4cc(C#N)ccc4cc3cc2cc1
287,76_7,c1cc2cc3c(cc2cc1C#N)c1c(cc3)c2cc3cc4cccc(C#N)c4cc3cc2cc1
288,76_8,c1cc2cc3c(cc2cc1)c1c(cc3C#N)c2cc3c(C#N)c4ccccc4cc3cc2cc1
289,76_9,c1c(C#N)c2cc3c(cc2cc1)c1c(cc3C#N)c2cc3cc4ccccc4cc3cc2cc1
290,77_1,c1cc2c(cc1C#N)c1cc3cc4cc5c(cc(C#N)c6ccccc56)cc4cc3cc1cc2
291,77_10,c1cc2c(cc1)c1cc3cc4cc5c(ccc6ccc(C#N)cc56)cc4cc3c(C#N)c1cc2
292,77_11,c1cc2c(cc1)c1cc3cc4cc5c(ccc6ccc(C#N)cc56)cc4c(C#N)c3cc1cc2
293,77_2,c1cc2c(cc1)c1cc3cc4cc5c(ccc6ccccc56)c(C#N)c4c(C#N)c3cc1cc2
294,77_3,c1cc2c(cc1)c1cc3cc4cc5c(c(C#N)cc6cc(C#N)ccc56)cc4cc3cc1cc2
295,77_4,c1cc2c(cc1)c1cc3cc4cc5c(c(C#N)cc6c(C#N)cccc56)cc4cc3cc1cc2
296,77_5,c1cc2c(cc1)c1cc3cc4cc5c(ccc6c(C#N)c(C#N)ccc56)cc4cc3cc1cc2
297,77_6,c1cc2c(cc1)c1cc3cc4cc5c(c(C#N)cc6ccccc56)c(C#N)c4cc3cc1cc2
298,77_7,c1(C#N)cc2c(cc1)c1cc3cc4cc5c(ccc6ccc(C#N)cc56)cc4cc3cc1cc2
299,77_8,c1cc2c(cc1)c1cc3cc4cc5c(cc(C#N)c6ccccc56)cc4cc3cc1c(C#N)c2
300,77_9,c1cc2c(cc1)c1cc3cc4cc5c(ccc6cc(C#N)ccc56)cc4c(C#N)c3cc1cc2
