,No,smiles
280,C6278,c1cc2c(cc1)cc1c(ccc3c1ccc1c3c(cc3c1cccc3)C#N)c2
281,C6281,c1cc2c(cc1)c1cc3c(cc(c4c3c3c(cccc3)cc4)C#N)cc1cc2
282,C62810,c1cc2c(cc1)c1cc3c(ccc4c3c3c(cccc3)cc4C#N)cc1cc2
283,C6282,c1cc2c(cc1)c1cc3c(c(cc4c3c3c(cccc3)cc4)C#N)cc1cc2
284,C6283,c1cc2c(cc1)c1cc3c(ccc4c3c3c(cccc3)cc4)c(c1cc2)C#N
285,C6284,c1cc2c(cc1)c1cc3c(ccc4c3c3c(cccc3)cc4)cc1c(c2)C#N
286,C6285,c1cc2c(c(c1)C#N)c1cc3c(ccc4c3c3c(cccc3)cc4)cc1cc2
287,C6286,c1cc2c(cc1)c1c(c3c(ccc4c3c3c(cccc3)cc4)cc1cc2)C#N
288,C6287,c1cc2c(cc1)c1cc3c(ccc4c3c3c(cccc3C#N)cc4)cc1cc2
289,C6288,c1cc2c(cc1)c1cc3c(ccc4c3c3c(cc(cc3)C#N)cc4)cc1cc2
290,C6289,c1cc2c(cc1)c1cc3c(ccc4c3c3c(c(ccc3)C#N)cc4)cc1cc2
291,C6291,c1cc2c(cc1)c1c(cc2)c2c(cc1)ccc1c2c(cc2c1cccc2)C#N
292,C6292,c1cc2c(cc1)c1c(cc2)c2c(cc1)ccc1c2cc(c2c1cccc2)C#N
293,C6293,c1cc2c(cc1)c1c(cc2)c2c(cc1)ccc1c2ccc2c1cccc2C#N
294,C6294,c1cc2c(cc1)c1c(cc2)c2c(cc1)ccc1c2ccc2c1c(ccc2)C#N
295,C6295,c1cc2c(cc1)c1c(cc2)c2c(cc1)cc(c1c2ccc2c1cccc2)C#N
296,C6296,c1cc2c(cc1)c1c(cc2)c2c(c(c1)C#N)ccc1c2ccc2c1cccc2
297,C63.1,c12c(cc3c(c1)cc1c(c3)ccc3c1cc1c(c3)cccc1)cc(cc2)C#N
298,C63.10,c12c(c(c3c(c1)cc1c(c3)ccc3c1cc1c(c3)cccc1)C#N)cccc2
299,C63.12,c12c(cc3c(c1)cc1c(c3)ccc3c1cc1c(c3)cc(cc1)C#N)cccc2
300,C63.13,c1cc2c(c3c(cc2cc1)c1cc2cc4ccccc4cc2cc1cc3)C#N
301,C63.14,c12c(cc3c(c1)cc1c(c3)ccc3c1c(c1c(c3)cccc1)C#N)cccc2
302,C6301,c1cc2c(cc1)cc1c(c2C#N)c2c(cccc2)c2c1c1c(cccc1)cc2
303,C6302,c1cc2c(cc1C#N)cc1c(c2)c2c(cccc2)c2c1c1c(cccc1)cc2
304,C6303,c1cc2c(cc1)c(c1c(c2)c2c(cccc2)c2c1c1c(cccc1)cc2)C#N
305,C6304,c1cc2c(cc1)cc1c(c2)c2c(cccc2)c2c1c1c(cccc1C#N)cc2
306,C6305,c1cc2c(cc1)cc1c(c2)c2c(cccc2)c2c1c1c(cccc1)cc2C#N
307,C6306,c1cc2c(cc1)cc1c(c2)c2c(cccc2)c2c1c1c(c(ccc1)C#N)cc2
308,C6307,c1cc2c(cc1)cc1c(c2)c2c(cccc2)c2c1c1c(cccc1)cc2C#N
309,C6308,c1cc2c(cc1)cc1c(c2)c2c(ccc(c2)C#N)c2c1c1c(cccc1)cc2
310,C6311,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(ccc3ccccc13)cc2C#N
311,C63110,c1cc2c(cc1)c1c(cc2C#N)c2c(cc1)c1c(ccc3ccccc13)cc2
312,C6312,c1cc2cc3c(cc2cc1C#N)c1cc2cc4ccccc4cc2cc1cc3
313,C6314,c1cc2cc3c(c(c2cc1)C#N)c1cc2cc4ccccc4cc2cc1cc3
314,C6315,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(ccc3c(cccc13)C#N)cc2
315,C6316,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(ccc3cc(ccc13)C#N)cc2
316,C6317,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(ccc3cccc(c13)C#N)cc2
317,C6318,c1cc2c(cc1)c1c(cc2)c2c(c(c1)C#N)c1c(ccc3ccccc13)cc2
318,C6319,c1c(c2c(cc1)c1c(cc2)c2c(cc1)c1c(ccc3ccccc13)cc2)C#N
319,C6321,c1cc2c(cc1)c1c(c(c2)C#N)c2c(c3ccccc13)c1c(cccc1)cc2
320,C6322,c1cc2c(cc1)c1c(cc2C#N)c2c(c3ccccc13)c1c(cccc1)cc2
321,C6323,c1(cc2c(cc1)c1c(cc2)c2c(c3ccccc13)c1c(cccc1)cc2)C#N
322,C6324,c1cc2c(cc1)c1c(cc2)c2c(c3cccc(c13)C#N)c1c(cccc1)cc2
323,C6325,c1cc2c(cc1)c1c(cc2)c2c(c3ccc(cc13)C#N)c1c(cccc1)cc2
324,C6326,c1c(c2c(cc1)c1c(cc2)c2c(c3ccccc13)c1c(cccc1)cc2)C#N
325,C6327,c1(cc2c(cc1)c1c(cc2)c2c(c3ccccc13)c1c(cccc1)cc2)C#N
326,C6331,c1cc2c(cc1)c1c(cc2C#N)c2c(cccc2)c2c1ccc1ccccc21
327,C63310,c1c(c2c(cc1)c1c(cc2)c2c(cccc2)c2c1ccc1ccccc21)C#N
328,C6332,c1cc2c(cc1)c1c(c(c2)C#N)c2c(cccc2)c2c1ccc1ccccc21
329,C6333,c1cc2c(cc1)c1c(cc2)c2c(ccc(c2)C#N)c2c1ccc1ccccc21
330,C6334,c1cc2c(cc1)c1c(cc2)c2c(cc(cc2)C#N)c2c1ccc1ccccc21
331,C6335,c1cc2c(cc1)c1c(cc2)c2c(c(ccc2)C#N)c2c1ccc1ccccc21
332,C6336,c1cc2c(cc1)c1c(cc2)c2c(cccc2)c2c1ccc1cc(ccc21)C#N
333,C6337,c1cc2c(cc1)c1c(cc2)c2c(cccc2)c2c1ccc1c(cccc21)C#N
334,C6338,c1cc2c(cc1)c1c(cc2)c2c(cccc2)c2c1c(cc1ccccc21)C#N
335,C6339,c1(cc2c(cc1)c1c(cc2)c2c(cccc2)c2c1ccc1ccccc21)C#N
336,C6341,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cc2C#N)c2c(cccc2)cc1
337,C6342,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(c(c2)C#N)c2c(cccc2)cc1
338,C6343,c1cc2c(cc1)c1c(cc2C#N)c2c(cc1)c1c(cc2)c2c(cccc2)cc1
339,C6344,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(cc(cc2)C#N)cc1
340,C6345,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(cccc2)cc1C#N
341,C6346,c1cc2c(cc1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(ccc(c2)C#N)cc1
342,C6410,c1ccc2c(c1)cc1c(c2C#N)cc2c(c1)c1c(cc2)c2c(cc1)cccc2
343,C6411,c1cc(c2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)c2c(cc1)cccc2)C#N
344,C6412,c1c(cc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)c2c(cc1)cccc2)C#N
345,C642,c1ccc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)c2c(c(c1)C#N)cccc2
346,C643,c1ccc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)c2c(cc1)c(ccc2)C#N
347,C653,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2cc2c(c1C#N)cccc2
348,C654,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2cc2c(c1)c(ccc2)C#N
349,C656,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2cc2c(c1)cc(cc2)C#N
350,C661,c1cc2c(cc1)c1cc3c(c4c(ccc5ccccc45)cc3cc1cc2)C#N
351,C664,c1cc2c(cc1)c1cc3cc4c(ccc5cc(ccc45)C#N)cc3cc1cc2
352,C666,c1cc2c(cc1)c1cc3cc4c(cc(c5ccccc45)C#N)cc3cc1cc2
353,C667,c1cc2c(cc1)c1cc3cc4c(c(cc5ccccc45)C#N)cc3cc1cc2
354,C668,c1cc2c(cc1)c1cc3cc4c(ccc5ccccc45)c(c3cc1cc2)C#N
355,C6710,c1cc2c(cc1)c1c(cc2)c2c(cc1)cc1c(cc3ccccc3c1c2)C#N
356,C6711,c1cc2c(cc1)c1c(cc2)c2c(cc1)cc1cc(c3ccccc3c1c2)C#N
357,C6713,c1cc2c(cc1)c1c(cc2)c2c(cc1)cc1ccc3cc(ccc3c1c2)C#N
358,C6716,c1cc2c(cc1)c1c(cc2)c2c(cc1)cc1ccc3ccccc3c1c2C#N
359,C674,c1(cc2c(cc1)c1c(cc2)c2c(cc1)cc1ccc3ccccc3c1c2)C#N
360,C677,c1cc2c(cc1)c1c(cc2)c2c(cc1C#N)cc1ccc3ccccc3c1c2
361,C678,c1cc2c(cc1)c1c(cc2)c2c(c(c1)C#N)cc1ccc3ccccc3c1c2
362,C679,c1cc2c(cc1)c1c(cc2)c2c(cc1)c(c1ccc3ccccc3c1c2)C#N
363,C681,c1cc2cc3c(cc2cc1)c1c(c(c3)C#N)c2c(ccc3ccccc23)cc1
364,C683,c1cc2c(c3c(cc2cc1)c1c(cc3)c2c(ccc3ccccc23)cc1)C#N
365,C684,c1c(c2cc3c(cc2cc1)c1c(cc3)c2c(ccc3ccccc23)cc1)C#N
366,C685,c1(cc2cc3c(cc2cc1)c1c(cc3)c2c(ccc3ccccc23)cc1)C#N
367,C686,c1cc2cc3c(cc2cc1)c1c(cc3)c2c(c(cc3ccccc23)C#N)cc1
368,C687,c1cc2cc3c(cc2cc1)c1c(cc3)c2c(ccc3cc(ccc23)C#N)cc1
369,C688,c1cc2cc3c(c(c2cc1)C#N)c1c(cc3)c2c(ccc3ccccc23)cc1
370,C691,c1cc2c(c(c1)C#N)c1c(cc2)ccc2c1ccc1c2c2ccccc2cc1
371,C693,c1(cc2c(cc1)c1c(cc2)ccc2c1ccc1c2c2ccccc2cc1)C#N
372,C695,c1cc2c(cc1)c1c(cc2C#N)ccc2c1ccc1c2c2ccccc2cc1
373,C696,c1cc2c(cc1)c1c(c(c2)C#N)ccc2c1ccc1c2c2ccccc2cc1
